Time,Total active power,Schedule,Space Temperature T1,Space Temperature T2,Av. Space Temperature,Supply Temperature,Empty trial schedule,Shut off schedule
2016-08-02 06:00:00,0.2,0,24.0,21.7,22.85,18.5,0,0
2016-08-02 06:15:00,0.2,0,24.0,21.6,22.8,18.6,0,0
2016-08-02 06:30:00,0.2,0,24.0,21.8,22.9,18.6,0,0
2016-08-02 06:45:00,0.2,0,24.0,21.8,22.9,18.6,0,0
2016-08-02 07:00:00,0.2,0,24.0,21.7,22.85,18.7,0,0
2016-08-02 07:15:00,0.2,0,24.1,21.9,23.0,18.7,0,0
2016-08-02 07:30:00,0.1,0,24.2,22.0,23.1,18.8,0,0
2016-08-02 07:45:00,6.7,1,24.4,22.1,23.25,18.2,0,0
2016-08-02 08:00:00,17.1,1,24.5,22.1,23.3,18.1,0,0
2016-08-02 08:15:00,16.5,1,24.6,22.2,23.4,18.3,0,0
2016-08-02 08:30:00,17.0,1,24.7,22.3,23.5,18.5,0,0
2016-08-02 08:45:00,16.4,1,24.8,22.4,23.6,18.7,0,0
2016-08-02 09:00:00,16.7,1,24.9,22.5,23.7,19.0,0,0
2016-08-02 09:15:00,17.0,1,24.9,22.6,23.75,19.1,0,0
2016-08-02 09:30:00,16.5,1,25.1,22.7,23.9,19.4,0,0
2016-08-02 09:45:00,16.7,1,25.2,22.7,23.95,19.7,0,0
2016-08-02 10:00:00,16.8,1,25.3,22.8,24.05,19.7,0,0
2016-08-02 10:15:00,17.0,1,25.4,22.9,24.15,19.7,0,0
2016-08-02 10:30:00,16.4,1,25.4,22.9,24.15,19.8,0,0
2016-08-02 10:45:00,16.9,1,25.4,22.8,24.1,19.8,0,0
2016-08-02 11:00:00,16.9,1,25.4,22.7,24.05,20.2,0,0
2016-08-02 11:15:00,16.9,1,25.4,22.7,24.05,19.9,0,0
2016-08-02 11:30:00,16.4,1,25.4,22.7,24.05,19.9,0,0
2016-08-02 11:45:00,16.7,1,25.5,22.6,24.05,19.8,0,0
2016-08-02 12:00:00,16.3,1,25.5,22.6,24.05,20.1,0,0
2016-08-02 12:15:00,16.2,1,25.5,22.7,24.1,20.1,0,0
2016-08-02 12:30:00,16.8,1,25.6,22.7,24.15,20.3,0,0
2016-08-02 12:45:00,16.1,1,25.6,22.9,24.25,20.3,0,0
2016-08-02 13:00:00,29.9,1,25.6,22.7,24.15,17.6,0,0
2016-08-02 13:15:00,29.6,1,25.3,22.5,23.9,17.1,0,0
2016-08-02 13:30:00,29.6,1,25.1,22.3,23.7,17.0,0,0
2016-08-02 13:45:00,6.3,1,25.1,22.2,23.65,20.4,0,0
2016-08-02 14:00:00,29.7,1,25.2,22.4,23.8,17.2,0,0
2016-08-02 14:15:00,6.4,1,25.0,22.2,23.6,19.5,0,0
2016-08-02 14:30:00,7.0,1,25.1,22.2,23.65,20.8,0,0
2016-08-02 14:45:00,29.9,1,25.2,22.4,23.8,17.2,0,0
2016-08-02 15:00:00,6.4,1,25.0,22.2,23.6,20.6,0,0
2016-08-02 15:15:00,29.9,1,25.2,22.4,23.8,17.5,0,0
2016-08-02 15:30:00,30.1,1,25.1,22.3,23.7,17.1,0,0
2016-08-02 15:45:00,6.5,1,25.0,22.2,23.6,20.8,0,0
2016-08-02 16:00:00,29.8,1,25.2,22.3,23.75,17.2,0,0
2016-08-02 16:15:00,7.3,1,25.0,22.2,23.6,20.3,0,0
2016-08-02 16:30:00,6.6,1,25.1,22.3,23.7,18.2,0,0
2016-08-02 16:45:00,29.7,1,25.1,22.3,23.7,17.0,0,0
2016-08-02 17:00:00,0.0,1,25.1,22.4,23.75,18.3,0,1
2016-08-02 17:15:00,0.0,1,25.3,22.7,24.0,19.1,0,1
2016-08-02 17:30:00,0.1,1,25.4,22.8,24.1,19.8,0,1
2016-08-02 17:45:00,0.1,1,25.4,22.8,24.1,20.2,0,1
2016-08-02 18:00:00,0.0,1,25.5,22.8,24.15,20.5,0,1
2016-08-02 18:15:00,0.0,1,25.5,22.8,24.15,20.7,0,1
2016-08-02 18:30:00,0.0,1,25.5,22.9,24.2,20.8,0,1
2016-08-02 18:45:00,0.1,1,25.5,22.9,24.2,20.9,0,1
2016-08-02 19:00:00,0.1,1,25.6,22.9,24.25,21.0,0,1
2016-08-02 19:15:00,16.7,1,25.6,22.9,24.25,21.4,0,0
2016-08-02 19:30:00,29.8,1,25.4,22.7,24.05,17.0,0,0
2016-08-02 19:45:00,29.6,1,25.0,22.4,23.7,16.8,0,0
2016-08-02 20:00:00,6.4,1,24.9,22.3,23.6,20.5,0,0
2016-08-02 20:15:00,29.6,1,25.1,22.4,23.75,16.9,0,0
2016-08-02 20:30:00,6.3,1,24.9,22.2,23.55,20.3,0,0
2016-08-02 20:45:00,6.5,1,25.1,22.3,23.7,20.6,0,0
2016-08-02 21:00:00,29.7,1,25.0,22.3,23.65,16.7,0,0
2016-08-02 21:15:00,6.8,1,24.9,22.2,23.55,20.5,0,0
2016-08-02 21:30:00,29.6,1,25.1,22.4,23.75,17.1,0,0
2016-08-02 21:45:00,0.0,0,25.1,22.5,23.8,17.5,0,0
2016-08-02 22:00:00,0.0,0,25.2,22.5,23.85,18.2,0,0
2016-08-02 22:15:00,0.0,0,25.1,22.5,23.8,18.5,0,0
2016-08-02 22:30:00,0.1,0,25.1,22.4,23.75,18.9,0,0
2016-08-02 22:45:00,0.0,0,24.9,22.5,23.7,19.2,0,0
2016-08-02 23:00:00,0.0,0,24.8,22.4,23.6,19.4,0,0
2016-08-02 23:15:00,0.0,0,24.8,22.4,23.6,19.6,0,0
2016-08-02 23:30:00,0.1,0,24.7,22.4,23.55,19.7,0,0
2016-08-02 23:45:00,0.0,0,24.7,22.3,23.5,19.7,0,0
2016-08-03 00:00:00,0.0,0,24.7,22.2,23.45,19.8,0,0
2016-08-03 00:15:00,0.1,0,24.6,22.2,23.4,19.8,0,0
2016-08-03 00:30:00,0.1,0,24.6,22.1,23.35,19.8,0,0
2016-08-03 00:45:00,0.0,0,24.5,22.1,23.3,19.7,0,0
2016-08-03 01:00:00,0.0,0,24.5,22.1,23.3,19.7,0,0
2016-08-03 01:15:00,0.0,0,24.5,22.1,23.3,19.7,0,0
2016-08-03 01:30:00,0.0,0,24.4,22.0,23.2,19.6,0,0
2016-08-03 01:45:00,0.1,0,24.4,22.0,23.2,19.6,0,0
2016-08-03 02:00:00,0.0,0,24.4,22.0,23.2,19.6,0,0
2016-08-03 02:15:00,0.0,0,24.4,22.0,23.2,19.6,0,0
2016-08-03 02:30:00,0.0,0,24.3,21.9,23.1,19.5,0,0
2016-08-03 02:45:00,0.1,0,24.3,21.9,23.1,19.5,0,0
2016-08-03 03:00:00,0.0,0,24.3,21.9,23.1,19.5,0,0
2016-08-03 03:15:00,0.0,0,24.3,21.8,23.05,19.4,0,0
2016-08-03 03:30:00,0.1,0,24.2,21.9,23.05,19.4,0,0
2016-08-03 03:45:00,0.2,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 04:00:00,0.0,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 04:15:00,0.0,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 04:30:00,0.1,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 04:45:00,0.1,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 05:00:00,0.1,0,24.2,21.9,23.05,19.4,0,0
2016-08-03 05:15:00,0.0,0,24.3,21.9,23.1,19.4,0,0
2016-08-03 05:30:00,0.0,0,24.3,21.9,23.1,19.3,0,0
2016-08-03 05:45:00,0.0,0,24.3,21.8,23.05,19.3,0,0
2016-08-03 06:00:00,0.1,0,24.3,21.8,23.05,19.3,0,0
2016-08-03 06:15:00,0.2,0,24.3,21.8,23.05,19.3,0,0
2016-08-03 06:30:00,0.1,0,24.2,21.8,23.0,19.3,0,0
2016-08-03 06:45:00,0.0,0,24.2,21.8,23.0,19.3,0,0
2016-08-03 07:00:00,0.1,0,24.2,21.8,23.0,19.3,0,0
2016-08-03 07:15:00,0.0,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 07:30:00,0.0,0,24.2,21.8,23.0,19.4,0,0
2016-08-03 07:45:00,0.0,1,24.2,21.8,23.0,19.4,0,0
2016-08-03 08:00:00,0.0,1,24.2,21.9,23.05,19.4,0,0
2016-08-03 08:15:00,0.0,1,24.3,21.9,23.1,19.5,0,0
2016-08-03 08:30:00,0.0,1,24.4,22.0,23.2,19.7,0,0
2016-08-03 08:45:00,0.1,1,24.5,22.1,23.3,19.9,0,0
2016-08-03 09:00:00,0.1,1,24.7,22.2,23.45,20.0,0,0
2016-08-03 09:15:00,0.0,1,24.8,22.3,23.55,20.2,0,0
2016-08-03 09:30:00,0.0,1,24.9,22.3,23.6,20.3,0,0
2016-08-03 09:45:00,0.0,1,24.9,22.3,23.6,20.4,0,0
2016-08-03 10:00:00,0.0,1,24.9,22.4,23.65,20.6,0,0
2016-08-03 10:15:00,0.0,1,25.0,22.5,23.75,20.9,0,0
2016-08-03 10:30:00,0.0,1,25.1,22.6,23.85,21.2,0,0
2016-08-03 10:45:00,0.0,1,25.2,22.7,23.95,21.4,0,0
2016-08-03 11:00:00,0.0,1,25.2,22.7,23.95,21.4,0,0
2016-08-03 11:15:00,0.1,1,25.3,22.8,24.05,21.8,0,0
2016-08-03 11:30:00,0.0,1,25.4,23.0,24.2,21.9,0,0
2016-08-03 11:45:00,0.0,1,25.4,22.9,24.15,22.5,0,0
2016-08-03 12:00:00,0.0,1,25.5,23.0,24.25,23.0,0,0
2016-08-03 12:15:00,0.0,1,25.5,23.1,24.3,23.6,0,0
2016-08-03 12:30:00,0.0,1,25.6,23.2,24.4,24.1,0,0
2016-08-03 12:45:00,0.0,1,25.6,23.1,24.35,24.6,0,0
2016-08-03 13:00:00,0.0,1,25.7,23.1,24.4,25.1,0,0
2016-08-03 13:15:00,0.0,1,25.6,23.0,24.3,25.4,0,0
2016-08-03 13:30:00,0.0,1,25.6,23.1,24.35,25.6,0,0
2016-08-03 13:45:00,0.0,1,25.7,23.2,24.45,26.0,0,0
2016-08-03 14:00:00,0.0,1,25.7,23.3,24.5,26.1,0,0
2016-08-03 14:15:00,0.1,1,25.8,23.3,24.55,26.5,0,0
2016-08-03 14:30:00,0.1,1,25.8,23.3,24.55,26.8,0,0
2016-08-03 14:45:00,0.0,1,25.8,23.3,24.55,27.2,0,0
2016-08-03 15:00:00,0.0,1,25.9,23.4,24.65,27.4,0,0
2016-08-03 15:15:00,0.0,1,25.9,23.3,24.6,27.8,0,0
2016-08-03 15:30:00,0.0,1,25.9,23.4,24.65,28.0,0,0
2016-08-03 15:45:00,0.1,1,26.0,23.4,24.7,28.0,0,0
2016-08-03 16:00:00,0.0,1,25.9,23.4,24.65,28.0,0,0
2016-08-03 16:15:00,0.1,1,26.0,23.4,24.7,28.1,0,0
2016-08-03 16:30:00,0.0,1,26.0,23.4,24.7,28.1,0,0
2016-08-03 16:45:00,0.0,1,26.0,23.5,24.75,28.1,0,0
2016-08-03 17:00:00,0.0,1,26.0,23.4,24.7,28.1,0,1
2016-08-03 17:15:00,0.0,1,26.0,23.4,24.7,27.9,0,1
2016-08-03 17:30:00,0.1,1,26.0,23.4,24.7,27.8,0,1
2016-08-03 17:45:00,0.1,1,26.0,23.5,24.75,27.6,0,1
2016-08-03 18:00:00,0.1,1,26.0,23.5,24.75,27.4,0,1
2016-08-03 18:15:00,0.0,1,26.0,23.4,24.7,27.2,0,1
2016-08-03 18:30:00,0.1,1,26.0,23.4,24.7,26.9,0,1
2016-08-03 18:45:00,0.0,1,26.0,23.3,24.65,26.5,0,1
2016-08-03 19:00:00,0.0,1,25.9,23.3,24.6,26.1,0,1
2016-08-03 19:15:00,0.1,1,25.9,23.2,24.55,25.7,0,0
2016-08-03 19:30:00,0.0,1,25.9,23.2,24.55,25.3,0,0
2016-08-03 19:45:00,0.0,1,25.8,23.1,24.45,24.8,0,0
2016-08-03 20:00:00,0.0,1,25.8,23.0,24.4,24.4,0,0
2016-08-03 20:15:00,0.1,1,25.7,23.0,24.35,23.9,0,0
2016-08-03 20:30:00,16.5,1,25.7,23.0,24.35,19.8,0,0
2016-08-03 20:45:00,16.7,1,25.6,23.0,24.3,19.1,0,0
2016-08-03 21:00:00,16.5,1,25.4,22.9,24.15,18.8,0,0
2016-08-03 21:15:00,17.1,1,25.3,22.7,24.0,18.5,0,0
2016-08-03 21:30:00,17.1,1,25.2,22.7,23.95,18.4,0,0
2016-08-03 21:45:00,0.2,0,25.3,22.9,24.1,18.4,0,0
2016-08-03 22:00:00,0.1,0,25.5,23.0,24.25,18.6,0,0
2016-08-03 22:15:00,0.2,0,25.4,23.0,24.2,18.8,0,0
2016-08-03 22:30:00,0.2,0,25.3,22.9,24.1,18.9,0,0
2016-08-03 22:45:00,0.2,0,25.2,22.8,24.0,19.1,0,0
2016-08-03 23:00:00,0.1,0,25.1,22.7,23.9,19.1,0,0
2016-08-03 23:15:00,0.2,0,25.1,22.6,23.85,19.2,0,0
2016-08-03 23:30:00,0.1,0,25.0,22.5,23.75,19.2,0,0
2016-08-03 23:45:00,0.2,0,25.0,22.5,23.75,19.2,0,0
2016-08-04 00:00:00,0.1,0,24.9,22.4,23.65,19.1,0,0
2016-08-04 00:15:00,0.2,0,24.9,22.4,23.65,19.1,0,0
2016-08-04 00:30:00,0.2,0,24.8,22.3,23.55,19.1,0,0
2016-08-04 00:45:00,0.1,0,24.8,22.3,23.55,19.1,0,0
2016-08-04 01:00:00,0.2,0,24.8,22.2,23.5,19.0,0,0
2016-08-04 01:15:00,0.2,0,24.7,22.2,23.45,19.0,0,0
2016-08-04 01:30:00,0.1,0,24.7,22.1,23.4,19.0,0,0
2016-08-04 01:45:00,0.2,0,24.6,22.1,23.35,19.0,0,0
2016-08-04 02:00:00,0.2,0,24.6,22.1,23.35,19.0,0,0
2016-08-04 02:15:00,0.1,0,24.6,22.1,23.35,18.9,0,0
2016-08-04 02:30:00,0.1,0,24.5,22.0,23.25,18.9,0,0
2016-08-04 02:45:00,0.2,0,24.5,22.0,23.25,18.9,0,0
2016-08-04 03:00:00,0.1,0,24.5,22.0,23.25,18.8,0,0
2016-08-04 03:15:00,0.2,0,24.5,21.9,23.2,18.8,0,0
2016-08-04 03:30:00,0.2,0,24.4,21.9,23.15,18.7,0,0
2016-08-04 03:45:00,0.2,0,24.4,21.9,23.15,18.7,0,0
2016-08-04 04:00:00,0.2,0,24.4,21.9,23.15,18.7,0,0
2016-08-04 04:15:00,0.1,0,24.4,21.9,23.15,18.6,0,0
2016-08-04 04:30:00,0.1,0,24.3,21.8,23.05,18.6,0,0
2016-08-04 04:45:00,0.2,0,24.3,21.8,23.05,18.6,0,0
2016-08-04 05:00:00,0.1,0,24.3,21.8,23.05,18.5,0,0
2016-08-04 05:15:00,0.1,0,24.3,21.8,23.05,18.6,0,0
2016-08-04 05:30:00,0.2,0,24.3,21.7,23.0,18.5,0,0
2016-08-04 05:45:00,0.1,0,24.3,21.7,23.0,18.5,0,0
2016-08-04 06:00:00,0.2,0,24.2,21.7,22.95,18.5,0,0
2016-08-04 06:15:00,0.2,0,24.2,21.7,22.95,18.4,0,0
2016-08-04 06:30:00,0.2,0,24.2,21.7,22.95,18.4,0,0
2016-08-04 06:45:00,0.2,0,24.2,21.7,22.95,18.5,0,0
2016-08-04 07:00:00,0.2,0,24.1,21.6,22.85,18.5,0,0
2016-08-04 07:15:00,0.2,0,24.1,21.6,22.85,18.5,0,0
2016-08-04 07:30:00,0.2,0,24.1,21.6,22.85,18.6,0,0
2016-08-04 07:45:00,6.7,1,24.1,21.6,22.85,17.6,0,0
2016-08-04 08:00:00,16.9,1,24.0,21.5,22.75,17.7,0,0
2016-08-04 08:15:00,16.5,1,23.9,21.4,22.65,17.9,0,0
2016-08-04 08:30:00,16.5,1,24.0,21.5,22.75,18.3,0,0
2016-08-04 08:45:00,17.3,1,24.2,21.7,22.95,18.3,0,0
2016-08-04 09:00:00,16.5,1,24.3,21.8,23.05,18.7,0,0
2016-08-04 09:15:00,16.7,1,24.4,21.9,23.15,18.4,0,0
2016-08-04 09:30:00,16.5,1,24.5,22.0,23.25,18.8,0,0
2016-08-04 09:45:00,17.2,1,24.5,22.1,23.3,18.9,0,0
2016-08-04 10:00:00,0.1,1,24.6,22.2,23.4,19.5,0,0
2016-08-04 10:15:00,0.0,1,24.8,22.4,23.6,20.1,0,0
2016-08-04 10:30:00,16.7,1,25.0,22.6,23.8,21.2,0,0
2016-08-04 10:45:00,29.4,1,25.0,22.4,23.7,16.9,0,0
2016-08-04 11:00:00,6.4,1,24.8,22.3,23.55,20.6,0,0
2016-08-04 11:15:00,6.3,1,25.0,22.4,23.7,20.9,0,0
2016-08-04 11:30:00,29.7,1,25.0,22.4,23.7,16.9,0,0
2016-08-04 11:45:00,6.9,1,24.9,22.3,23.6,20.8,0,0
2016-08-04 12:00:00,30.0,1,25.1,22.5,23.8,17.3,0,0
2016-08-04 12:15:00,29.7,1,25.0,22.4,23.7,19.3,0,0
2016-08-04 12:30:00,6.5,1,25.0,22.3,23.65,20.9,0,0
2016-08-04 12:45:00,29.7,1,25.1,22.4,23.75,17.2,0,0
2016-08-04 13:00:00,6.4,1,24.9,22.3,23.6,20.8,0,0
2016-08-04 13:15:00,29.9,1,25.1,22.4,23.75,17.5,0,0
2016-08-04 13:30:00,29.9,1,25.0,22.3,23.65,17.1,0,0
2016-08-04 13:45:00,6.8,1,25.0,22.4,23.7,21.2,0,0
2016-08-04 14:00:00,30.1,1,25.1,22.4,23.75,17.5,0,0
2016-08-04 14:15:00,29.8,1,25.0,22.4,23.7,17.2,0,0
2016-08-04 14:30:00,6.4,1,24.9,22.3,23.6,20.8,0,0
2016-08-04 14:45:00,30.0,1,25.1,22.4,23.75,17.2,0,0
2016-08-04 15:00:00,29.9,1,25.0,22.3,23.65,17.1,0,0
2016-08-04 15:15:00,6.6,1,25.0,22.4,23.7,20.9,0,0
2016-08-04 15:30:00,29.8,1,25.1,22.4,23.75,17.2,0,0
2016-08-04 15:45:00,6.5,1,24.9,22.2,23.55,20.2,0,0
2016-08-04 16:00:00,6.4,1,25.1,22.4,23.75,21.1,0,0
2016-08-04 16:15:00,30.1,1,25.2,22.5,23.85,17.4,0,0
2016-08-04 16:30:00,6.3,1,24.9,22.3,23.6,20.6,0,0
